step	post	like	prior	mu1	mu2	gamma	pi	spa1	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11
93000	-110.846699742863564	-112.897720726847552	2.051020983983991	0.198689310539301	0.198689310539301	1.000000000000000	0.972435462978151	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	3	3	5	5	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1
93500	-108.777795961477509	-110.878175128119494	2.100379166641983	0.083439971490060	0.083439971490060	1.000000000000000	0.977783185590077	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	4	6	11	5	9	1	1	1	1	1	1	1	1	1	1	1	1
94000	-109.962209046783656	-112.235461989593219	2.273252942809562	0.233007741882159	0.233007741882159	1.000000000000000	0.996746177393730	0.000000000000000	16083	16089	16107	16112	16116	16124	16132	16135	16133	16139	16102	0	1	1	3	1	2	6	5	2	9	1	1	1	1	1	1	1	1	1	1	1	1
94500	-109.242265031869550	-111.522709848936202	2.280444817066646	0.204082494748571	0.204082494748571	1.000000000000000	0.997542992737098	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	2	1	4	9	1	1	1	1	1	1	1	1	1	1	1	1
95000	-107.358578426936376	-109.458976924703705	2.100398497767327	0.203937948044971	0.203937948044971	1.000000000000000	0.977785285775591	0.000000000000000	16083	16089	16107	16111	16117	16124	16132	16134	16133	16139	16102	0	1	2	1	1	1	6	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1
95500	-109.703523502261916	-111.913788689766065	2.210265187504148	0.188062143028712	0.188062143028712	1.000000000000000	0.989794664188365	0.000000000000000	16083	16089	16107	16111	16117	16124	16132	16135	16133	16139	16101	0	1	1	2	3	1	1	7	6	6	1	1	1	1	1	1	1	1	1	1	1	1
96000	-104.986751408515488	-107.167325635608890	2.180574227093405	0.185148454712561	0.185148454712561	1.000000000000000	0.986534716178796	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	11	6	8	1	1	1	1	1	1	1	1	1	1	1	1
96500	-111.569306015690188	-113.788790570029576	2.219484554339390	0.251011408005688	0.251011408005688	1.000000000000000	0.990809103693622	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	2	2	4	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1
97000	-109.097329335810258	-110.955335210953720	1.858005875143468	0.121917424399694	0.121917424399694	1.000000000000000	0.951802531242026	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	1	5	4	11	1	6	1	1	1	1	1	1	1	1	1	1	1	1
97500	-109.576909292567834	-111.677653291941724	2.100743999373885	0.170833761346141	0.170833761346141	1.000000000000000	0.977822822761325	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	2	5	5	6	7	1	1	1	1	1	1	1	1	1	1	1	1
98000	-112.005923442265171	-113.949419544515635	1.943496102250461	0.072382410290799	0.072382410290799	1.000000000000000	0.960886698304966	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	1	5	6	6	6	1	1	1	1	1	1	2	1	1	1	1	1
98500	-115.348697216219520	-116.253099203352519	0.904401987132995	0.202284283953266	0.202284283953266	1.000000000000000	0.856112335466567	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	2	1	2	1	6	6	6	1	1	1	1	1	2	1	1	1	1	1	1
99000	-106.184878664690331	-108.248526845821033	2.063648181130695	0.090559011801614	0.090559011801614	1.000000000000000	0.973800768787108	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	5	6	5	6	5	1	1	1	1	1	1	1	1	1	1	1	1
99500	-108.835922107298600	-110.774035861881515	1.938113754582913	0.241531805901880	0.241531805901880	1.000000000000000	0.960312222737001	0.000000000000000	16083	16084	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	3	1	5	6	5	1	1	1	1	1	1	1	1	1	1	1	1
100000	-108.038141237136358	-110.333415633046016	2.295274395909658	0.174991306278669	0.174991306278669	1.000000000000000	0.999188030150028	0.000000000000000	16083	16089	16103	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	3	5	1	11	6	5	1	1	1	1	1	1	1	1	1	1	1	1
